Municipio;CodPonto;SEQID;SistHidrico;Coleta_Data;Cloreto Total;Condutividade;Escherichia coli**;Fósforo Total;Oxigênio Dissolvido;Sólido Dissolvido Total;Sólido Total;Temperatura da Água;Turbidez;pH
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;07/05/2024;20300;52000;29;0,26;6,3;20000;20000;25;3,83;7,93
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;18/09/2024;10900;36300;720;0,41;4,2;31500;34400;20;12,6;7,2
SÃO VICENTE;REIS02900;573;Rio Canal Barreiros - REIS;11/12/2024;16900;41900;620;0,1;4,8;20000;20000;24;2,14;7,36
;;;;media geral;;7475,149597;118401,4926;2,000371915;5,415944798;3991,547771;4286,575372;22,74755839;10,9943949;6,907749469
;;;;mediana geral;;560;1380;0,2;5,8;310;350;22,5;6,36;6,97
;;;;moda geral;;41;72;0,02;1;50;20000;20;3,48;7,01
;;;;media cubatão;;755,400229;2634,030534;3,123987786;7,409351145;467,1946565;537,1221374;22,06603053;7,168091603;6,769351145
;;;;mediana cubatão;;142,5;540;0,04;7,8;100;131;22;4,14;6,825
;;;;moda cubatão;;41;80;0,02;8,6;50;50;20;1,54;6,33
;;;;media guaruja;;15935,60465;272653,5116;0,852651163;2,306511628;9034,232558;10066;23,4372093;18,3544186;7,161627907
;;;;mediana guaruja;;13900;240000;0,79;1,1;7670;8630;23,3;16,3;7,19
;;;;moda guaruja;;12000;290000;0,73;1;20000;20000;24;12,1;7,25
;;;;media santos;;2229,121951;507385,3659;0,955292683;2,254634146;1256,634146;1338,707317;22,94878049;14,15634146;7,04902439
;;;;mediana santos;;484;350000;0,92;1,9;292;306;22,5;13,4;7,09
;;;;moda santos;;388;79000;0,62;1;178;186;22,1;10,4;6,93
;;;;media são vicente;;20370,0448;180400,688;0,369830645;3,34432;10540,96;11124,208;23,8728;15,44536;7,06416
;;;;mediana são vicente;;21700;1380;0,2;3,4;11500;13500;23,9;7,4;7,03
;;;;moda são vicente;;34700;720;0,14;1;20000;20000;24;2,14;6,97
